Year Month,State,Countym,Industry,Count
2014 June,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,2
2014 June,California,"Tuolumne County, CA",[Total],2
2014 June,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,12
2014 June,California,"Yolo County, CA",[Total],12
2014 June,California,[Total],[Total],249
2014 June,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,9
2014 June,Colorado,"Gilpin County, CO",[Total],9
2014 June,Colorado,[Total],[Total],9
2014 June,Nevada,"Clark County, NV",Casino/Card Club - Other Casino/Card Club,8
2014 June,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,635
2014 June,Nevada,"Clark County, NV",[Total],643
2014 June,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,16
2014 June,Nevada,"Douglas County, NV",[Total],16
2014 June,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,1
2014 June,Nevada,"Elko County, NV",[Total],1
2014 June,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,6
2014 June,Nevada,"Washoe County, NV",[Total],6
2014 June,Nevada,[Total],[Total],666
2014 June,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,13
2014 June,New Mexico,"Bernalillo County, NM",[Total],13
2014 June,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 June,New Mexico,"Cibola County, NM",[Total],1
2014 June,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,4
2014 June,New Mexico,"Sandoval County, NM",[Total],4
2014 June,New Mexico,"Valencia County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 June,New Mexico,"Valencia County, NM",[Total],1
2014 June,New Mexico,[Total],[Total],19
2014 June,[Total],[Total],[Total],955
2014 July,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,13
2014 July,Arizona,"Maricopa County, AZ",[Total],13
2014 July,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 July,Arizona,"Pima County, AZ",[Total],2
2014 July,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 July,Arizona,"Pinal County, AZ",[Total],2
2014 July,Arizona,[Total],[Total],17
2014 July,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 July,California,"Amador County, CA",[Total],1
2014 July,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 July,California,"Butte County, CA",[Total],5
2014 July,California,"Contra Costa County, CA",Casino/Card Club - Card Club,2
2014 July,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 July,California,"Contra Costa County, CA",[Total],6
2014 July,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 July,California,"El Dorado County, CA",[Total],1
2014 July,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,7
2014 July,California,"Humboldt County, CA",[Total],7
2014 July,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,11
2014 July,California,"Imperial County, CA",[Total],11
2014 July,California,"Los Angeles County, CA",Casino/Card Club - Card Club,140
2014 July,California,"Los Angeles County, CA",[Total],140
2014 July,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 July,California,"Madera County, CA",[Total],1
2014 July,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 July,California,"Placer County, CA",[Total],2
2014 July,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,10
2014 July,California,"Riverside County, CA",[Total],10
2014 July,California,"Sacramento County, CA",Casino/Card Club - Card Club,1
2014 July,California,"Sacramento County, CA",[Total],1
2014 July,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,99
2014 July,California,"San Bernardino County, CA",[Total],99
2014 July,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,21
2014 July,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,20
2014 July,California,"San Diego County, CA",[Total],41
2014 July,California,"San Mateo County, CA",Casino/Card Club - Card Club,5
2014 July,California,"San Mateo County, CA",[Total],5
2014 July,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,9
2014 July,California,"Santa Barbara County, CA",[Total],9
2014 July,California,"Santa Clara County, CA",Casino/Card Club - Card Club,14
2014 July,California,"Santa Clara County, CA",[Total],14
2014 July,California,"Shasta County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 July,California,"Shasta County, CA",[Total],3
2014 July,California,"Sonoma County, CA",Casino/Card Club - Card Club,1
2014 July,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,17
2014 July,California,"Sonoma County, CA",[Total],18
2014 July,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 July,California,"Tehama County, CA",[Total],2
2014 July,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 July,California,"Tulare County, CA",[Total],5
2014 July,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,2
2014 July,California,"Tuolumne County, CA",[Total],2
2014 July,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,12
2014 July,California,"Yolo County, CA",[Total],12
2014 July,California,[Total],[Total],395
2014 July,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,13
2014 July,Colorado,"Gilpin County, CO",[Total],13
2014 July,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,1
2014 July,Colorado,"Teller County, CO",[Total],1
2014 July,Colorado,[Total],[Total],14
2014 July,Nevada,"Clark County, NV",Casino/Card Club - Other Casino/Card Club,13
2014 July,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,248"
2014 July,Nevada,"Clark County, NV",[Total],"1,261"
2014 July,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,20
2014 July,Nevada,"Douglas County, NV",[Total],20
2014 July,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,3
2014 July,Nevada,"Elko County, NV",[Total],3
2014 July,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,17
2014 July,Nevada,"Washoe County, NV",[Total],17
2014 July,Nevada,[Total],[Total],"1,301"
2014 July,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,10
2014 July,New Mexico,"Bernalillo County, NM",[Total],10
2014 July,New Mexico,"San Juan County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 July,New Mexico,"San Juan County, NM",[Total],1
2014 July,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 July,New Mexico,"Sandoval County, NM",[Total],1
2014 July,New Mexico,"Taos County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 July,New Mexico,"Taos County, NM",[Total],1
2014 July,New Mexico,[Total],[Total],13
2014 July,[Total],[Total],[Total],"1,740"
2014 August,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,16
2014 August,Arizona,"Maricopa County, AZ",[Total],16
2014 August,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 August,Arizona,"Pima County, AZ",[Total],2
2014 August,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 August,Arizona,"Pinal County, AZ",[Total],2
2014 August,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,2
2014 August,Arizona,"Yavapai County, AZ",[Total],2
2014 August,Arizona,[Total],[Total],22
2014 August,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 August,California,"Amador County, CA",[Total],4
2014 August,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,9
2014 August,California,"Butte County, CA",[Total],9
2014 August,California,"Contra Costa County, CA",Casino/Card Club - Card Club,2
2014 August,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 August,California,"Contra Costa County, CA",[Total],6
2014 August,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 August,California,"El Dorado County, CA",[Total],1
2014 August,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 August,California,"Humboldt County, CA",[Total],2
2014 August,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 August,California,"Imperial County, CA",[Total],1
2014 August,California,"Kern County, CA",Casino/Card Club - Card Club,1
2014 August,California,"Kern County, CA",[Total],1
2014 August,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 August,California,"Kings County, CA",[Total],2
2014 August,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 August,California,"Lake County, CA",[Total],2
2014 August,California,"Lassen County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 August,California,"Lassen County, CA",[Total],1
2014 August,California,"Los Angeles County, CA",Casino/Card Club - Card Club,73
2014 August,California,"Los Angeles County, CA",Casino/Card Club - State Licensed Casino,1
2014 August,California,"Los Angeles County, CA",[Total],74
2014 August,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 August,California,"Madera County, CA",[Total],4
2014 August,California,"Napa County, CA",Casino/Card Club - Card Club,1
2014 August,California,"Napa County, CA",[Total],1
2014 August,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 August,California,"Placer County, CA",[Total],2
2014 August,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,14
2014 August,California,"Riverside County, CA",[Total],14
2014 August,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,34
2014 August,California,"San Bernardino County, CA",[Total],34
2014 August,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,10
2014 August,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,11
2014 August,California,"San Diego County, CA",[Total],21
2014 August,California,"San Mateo County, CA",Casino/Card Club - Card Club,3
2014 August,California,"San Mateo County, CA",[Total],3
2014 August,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 August,California,"Santa Barbara County, CA",[Total],3
2014 August,California,"Santa Clara County, CA",Casino/Card Club - Card Club,13
2014 August,California,"Santa Clara County, CA",[Total],13
2014 August,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,28
2014 August,California,"Sonoma County, CA",[Total],28
2014 August,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 August,California,"Tehama County, CA",[Total],5
2014 August,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 August,California,"Tulare County, CA",[Total],1
2014 August,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,4
2014 August,California,"Tuolumne County, CA",[Total],4
2014 August,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,9
2014 August,California,"Yolo County, CA",[Total],9
2014 August,California,[Total],[Total],245
2014 August,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,24
2014 August,Colorado,"Gilpin County, CO",[Total],24
2014 August,Colorado,[Total],[Total],24
2014 August,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,1
2014 August,Nevada,"Carson City, NV",[Total],1
2014 August,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,526"
2014 August,Nevada,"Clark County, NV",[Total],"1,526"
2014 August,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,23
2014 August,Nevada,"Douglas County, NV",[Total],23
2014 August,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,26
2014 August,Nevada,"Washoe County, NV",[Total],26
2014 August,Nevada,[Total],[Total],"1,576"
2014 August,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,10
2014 August,New Mexico,"Bernalillo County, NM",[Total],10
2014 August,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 August,New Mexico,"Cibola County, NM",[Total],1
2014 August,New Mexico,"Taos County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 August,New Mexico,"Taos County, NM",[Total],1
2014 August,New Mexico,[Total],[Total],12
2014 August,[Total],[Total],[Total],"1,879"
2014 September,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,16
2014 September,Arizona,"Maricopa County, AZ",[Total],16
2014 September,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2014 September,Arizona,"Pinal County, AZ",[Total],4
2014 September,Arizona,[Total],[Total],20
2014 September,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 September,California,"Amador County, CA",[Total],2
2014 September,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 September,California,"Butte County, CA",[Total],1
2014 September,California,"Contra Costa County, CA",Casino/Card Club - Card Club,1
2014 September,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,9
2014 September,California,"Contra Costa County, CA",[Total],10
2014 September,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 September,California,"El Dorado County, CA",[Total],1
2014 September,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 September,California,"Humboldt County, CA",[Total],3
2014 September,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 September,California,"Imperial County, CA",[Total],1
